,Unnamed: 0_level_0,Link no,Name,Start location,Start location,Start location,End location,End location,End location,Length,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Traffic Data,Total,Total,Total,Traffic
133,28,N2-29,Tamabil(Int.with N212)-Jaflong,LRP282,1155,282.098,LRP287,578,286.516,4.418,462.0,1142.0,427.0,17.0,264.0,817.0,131.0,318.0,753.0,412.0,186.0,311.0,0.0,4743.0,497.0,5240.0,5240.0
134,0,N102-1,Mainamati-Kangsanagar (Intersection with Z1219),LRPS,0,0.0,LRP009,1110,10.206,10.206,231.0,1170.0,336.0,285.0,197.0,224.0,421.0,164.0,5450.0,621.0,196.0,413.0,0.0,9099.0,609.0,9708.0,9708.0
135,1,N102-2,Kangsanagar (Int with Z1219)-Debidduar (Int with Z1008),LRP009,1110,10.206,LRP018,2570,20.658,10.452,231.0,1170.0,336.0,285.0,197.0,224.0,421.0,164.0,5450.0,621.0,196.0,413.0,0.0,9099.0,609.0,9708.0,9708.0
136,2,N102-3,Debiduar (Int with Z1008)- Companiganj (Int with Z1205),LRP018,2570,20.658,LRP024,1242,25.473,4.815,231.0,1170.0,336.0,285.0,197.0,224.0,421.0,164.0,5450.0,621.0,196.0,413.0,0.0,9099.0,609.0,9708.0,9708.0
137,3,N102-4,Companiganj (Int with Z1205) - Mirpur (Int with Z1041),LRP024,1242,25.473,LRP038,408,38.866,13.393,346.0,840.0,575.0,457.0,46.0,436.0,107.0,231.0,2525.0,483.0,124.0,507.0,0.0,6046.0,631.0,6677.0,6677.0
138,4,N102-5,Mirpur (Int with Z1041)- Kuti (Int with Z1201),LRP038,408,38.866,LRP042,1928,44.427,5.561,346.0,840.0,575.0,457.0,46.0,436.0,107.0,231.0,2525.0,483.0,124.0,507.0,0.0,6046.0,631.0,6677.0,6677.0
139,5,N102-6,Kuti (Int with Z1201)- Dharkhar (Int with Z1202),LRP042,1928,44.427,LRP055,1143,56.883,12.456,346.0,840.0,575.0,457.0,46.0,436.0,107.0,231.0,2525.0,483.0,124.0,507.0,0.0,6046.0,631.0,6677.0,6677.0
140,6,N102-7,Dharkhar (Int with Z1202)-Sultanpur (Int with Z1216),LRP055,1143,56.883,LRP062,169,63.061,6.178,346.0,840.0,575.0,457.0,46.0,436.0,107.0,231.0,2525.0,483.0,124.0,507.0,0.0,6046.0,631.0,6677.0,6677.0
141,7,N102-8,Sultanpur (Int with Z1216)-Kuatali(Int. with N103),LRP062,169,63.061,LRP070,419,71.456,8.395,98.0,1352.0,1152.0,718.0,189.0,874.0,177.0,512.0,5591.0,858.0,209.0,1041.0,0.0,11521.0,1250.0,12771.0,12771.0
142,8,N102-9,Kuatali(Int. with N103)-Gathuria(Int. with N103),LRP070,419,71.456,LRP070,6234,77.271,5.815,98.0,1352.0,1152.0,718.0,189.0,874.0,177.0,512.0,5591.0,858.0,209.0,1041.0,0.0,11521.0,1250.0,12771.0,12771.0
143,9,N102-10,"Gathuria(Int. with N103)-Sarail(Kathihat, int. with N2)",LRP070,6234,77.271,LRPE,0,83.382,6.111,98.0,1352.0,1152.0,718.0,189.0,874.0,177.0,512.0,5591.0,858.0,209.0,1041.0,0.0,11521.0,1250.0,12771.0,12771.0
144,0,N104-1,Feni (Trank Road)-Feni (Mohipal Chourasta) Int. with N1,LRPS,0,0.0,LRPS,1878,1.878,1.878,90.0,675.0,406.0,217.0,379.0,517.0,61.0,174.0,4683.0,597.0,258.0,1328.0,0.0,7799.0,1586.0,9385.0,9385.0
145,1,N104-2,Feni (Int. with N1)-Feni (Temohoni)Int.with Z1444,LRPS,1878,1.878,LRP004,270,4.35,2.472,90.0,675.0,406.0,217.0,379.0,517.0,61.0,174.0,4683.0,597.0,258.0,1328.0,0.0,7799.0,1586.0,9385.0,9385.0
146,2,N104-3,Feni (Temohoni)Int.with Z1444-Selonia (Int.with Z1443),LRP004,270,4.35,LRP008,485,8.315,3.965,90.0,675.0,406.0,217.0,379.0,517.0,61.0,174.0,4683.0,597.0,258.0,1328.0,0.0,7799.0,1586.0,9385.0,9385.0
147,3,N104-4,Selonia(Int.with Z1443)-Daganbhuiyan (Int.with Z1441),LRP008,485,8.315,LRP014,994,14.809,6.494,90.0,675.0,406.0,217.0,379.0,517.0,61.0,174.0,4683.0,597.0,258.0,1328.0,0.0,7799.0,1586.0,9385.0,9385.0
148,4,N104-5,Daganbhuiyan (Int.with Z1441)-Tulatali (Int.with Z1030),LRP014,994,14.809,LRP017,230,17.13,2.321,67.0,820.0,426.0,322.0,205.0,281.0,44.0,90.0,4147.0,768.0,332.0,1228.0,8.0,7170.0,1568.0,8738.0,8738.0
149,5,N104-6,Tulatali (Int.with Z1030)- Kallandi (Int.with Z1421),LRP017,230,17.13,LRP023,923,23.823,6.693,67.0,820.0,426.0,322.0,205.0,281.0,44.0,90.0,4147.0,768.0,332.0,1228.0,8.0,7170.0,1568.0,8738.0,8738.0
150,6,N104-7,Kallandi (Int.with Z1421)- Chowmohoni (Int.with Z1420),LRP023,923,23.823,LRP032,2120,34.12,10.297,67.0,820.0,426.0,322.0,205.0,281.0,44.0,90.0,4147.0,768.0,332.0,1228.0,8.0,7170.0,1568.0,8738.0,8738.0
151,7,N104-8,Chowmohoni (Int.with Z1420)-Chowmohoni (Int.with R142 R140),LRP032,2120,34.12,LRP032,4033,36.033,1.913,67.0,820.0,426.0,322.0,205.0,281.0,44.0,90.0,4147.0,768.0,332.0,1228.0,8.0,7170.0,1568.0,8738.0,8738.0
152,8,N104-9,Chowmohoni (Int.with R142 R140)-Maijdee Bazar(Int.with R143),LRP032,4033,36.033,LRP042,1230,43.03,6.997,46.0,1263.0,625.0,975.0,565.0,755.0,147.0,357.0,3066.0,1066.0,270.0,447.0,0.0,8865.0,717.0,9582.0,9582.0
153,9,N104-10,Maijdee Bazar(Int.with R143)-Maijdee(Int.with Z1429),LRP042,1230,43.03,LRP044,1380,45.2,2.17,46.0,1263.0,625.0,975.0,565.0,755.0,147.0,357.0,3066.0,1066.0,270.0,447.0,0.0,8865.0,717.0,9582.0,9582.0
154,10,N104-11,Maijdee(Int.with Z1429)-Sonapur,LRP044,1380,45.2,LRPE,0,49.63,4.43,19.0,675.0,496.0,502.0,496.0,479.0,132.0,393.0,3681.0,1025.0,446.0,542.0,0.0,7898.0,988.0,8886.0,8886.0
155,0,N105-1,"Madanpur (13th km of N1)-Nayapur, Bostail (Int.with R114)",LRPS,0,0.0,LRP006,181,6.309,6.309,338.0,3887.0,774.0,98.0,131.0,793.0,294.0,619.0,5625.0,552.0,145.0,1648.0,0.0,13111.0,1793.0,14904.0,14904.0
156,1,N105-2,"Nayapur, Bostail(Int.with R114)-Bhulta (Int.with N2)",LRP006,181,6.309,LRP012,546,12.803,6.494,245.0,3444.0,1481.0,20.0,0.0,1159.0,102.0,954.0,2332.0,659.0,180.0,1011.0,0.0,10396.0,1191.0,11587.0,11587.0
157,2,N105-3,Bhulta (Int.with N2)-Purbachal Road,LRP012,546,12.803,LRP020d,0,21.221,8.418,223.0,4762.0,1090.0,60.0,19.0,944.0,101.0,1275.0,2563.0,484.0,64.0,249.0,0.0,11521.0,313.0,11834.0,11834.0
158,3,N105-4,Purbachal Road- Ulukhola (Int.with Z3010),LRP020d,0,21.221,LRP028,895,28.61,7.389,320.0,3715.0,1155.0,1.0,0.0,928.0,102.0,804.0,1144.0,622.0,102.0,363.0,0.0,8791.0,465.0,9256.0,9256.0
159,4,N105-5,Ulukhola (Int.with Z3010)-Mirer Bazar (Int.with R301),LRP028,895,28.61,LRP035,1289,36.158,7.548,320.0,3715.0,1155.0,1.0,0.0,928.0,102.0,804.0,1144.0,622.0,102.0,363.0,0.0,8791.0,465.0,9256.0,9256.0
160,5,N105-6,Mirer Bazar (Int.with R301)-Vogra Bypass(Int.with N3),LRP035,1289,36.158,LRP045,1118,45.998,9.84,320.0,3715.0,1155.0,1.0,0.0,928.0,102.0,804.0,1144.0,622.0,102.0,363.0,0.0,8791.0,465.0,9256.0,9256.0
161,6,N105-7,Vogra Bypass(Int.with N3)-End of Road (Int.with N4),LRP045,1118,45.998,LRPE,0,48.881,2.883,328.0,3092.0,1796.0,351.0,309.0,1381.0,181.0,1240.0,1243.0,452.0,149.0,1353.0,0.0,10373.0,1502.0,11875.0,11875.0
162,0,N8-1,Jatrabari-Jurain (int.with R810),LRPS,0,0.0,LRPS,1275,1.275,1.275,43.0,1387.0,2247.0,1342.0,3168.0,802.0,531.0,3028.0,5951.0,3124.0,1699.0,3551.0,0.0,21623.0,5250.0,26873.0,26873.0
163,1,N8-2,Jurain (int.with R810)-Postagola Bridge,LRPS,1275,1.275,LRPS,1733,1.733,0.458,52.0,692.0,482.0,1378.0,770.0,995.0,113.0,1406.0,6122.0,909.0,18.0,537.0,0.0,12919.0,555.0,13474.0,13474.0
164,2,N8-3,Postagola Bridge-Int. with N802,LRPS,1733,1.733,LRP004c,0,4.748,3.015,52.0,692.0,482.0,1378.0,770.0,995.0,113.0,1406.0,6122.0,909.0,18.0,537.0,0.0,12919.0,555.0,13474.0,13474.0
165,3,N8-4,Int. with N802- Baorvita (Int.with Z5069),LRP004c,0,4.748,LRP010,475,10.675,5.927,52.0,692.0,482.0,1378.0,770.0,995.0,113.0,1406.0,6122.0,909.0,18.0,537.0,0.0,12919.0,555.0,13474.0,13474.0
166,4,N8-5,Baorvita (Int.with Z5069)-Nimtali (Int.with Z8005),LRP010,475,10.675,LRP015,795,15.995,5.32,14.0,707.0,598.0,1117.0,804.0,388.0,201.0,688.0,2218.0,674.0,62.0,801.0,0.0,7409.0,863.0,8272.0,8272.0
167,5,N8-6,Nimtali (Int.with Z8005)-Int.with Z8203,LRP015,795,15.995,LRP018,250,18.45,2.455,22.0,562.0,312.0,992.0,538.0,450.0,246.0,1058.0,2756.0,947.0,130.0,1349.0,0.0,7883.0,1479.0,9362.0,9362.0
168,6,N8-7,Int.with Z8203-Int.with Z8003 (Hashara),LRP018,250,18.45,LRP018,652,18.852,0.402,19.0,613.0,480.0,885.0,434.0,463.0,93.0,681.0,1565.0,571.0,55.0,454.0,0.0,5804.0,509.0,6313.0,6313.0
169,7,N8-8,Int.with Z8003 (Hashara)-Srinagar(Int.with R820),LRP018,652,18.852,LRP025,20,25.22,6.368,13.0,529.0,432.0,984.0,489.0,547.0,71.0,659.0,1904.0,575.0,72.0,282.0,0.0,6203.0,354.0,6557.0,6557.0
170,8,N8-9,Srinagar (Int.with R820)-Mawa (Int. with R812),LRP025,20,25.22,LRP032,1519,33.719,8.499,13.0,529.0,432.0,984.0,489.0,547.0,71.0,659.0,1904.0,575.0,72.0,282.0,0.0,6203.0,354.0,6557.0,6557.0
171,9,N8-10,Mawa (Int.with R812)-Mawa ferryghat,LRP032,1519,33.719,LRP032,2650,34.85,1.131,13.0,529.0,432.0,984.0,489.0,547.0,71.0,659.0,1904.0,575.0,72.0,282.0,0.0,6203.0,354.0,6557.0,6557.0
172,10,N8-11,Mawa ferryghat (west)-Panchar (int.with Z8011),LRP032,2650,34.85,LRP048,260,48.46,13.61,15.0,1059.0,757.0,630.0,636.0,329.0,140.0,257.0,1209.0,1079.0,525.0,627.0,0.0,6111.0,1152.0,7263.0,7263.0
173,11,N8-12,Panchar (int.with Z8011)-Tarail (int.with Z7108),LRP048,260,48.46,LRP059,310,59.51,11.05,9.0,604.0,457.0,575.0,323.0,342.0,106.0,248.0,744.0,901.0,165.0,309.0,0.0,4309.0,474.0,4783.0,4783.0
174,12,N8-13,Tarail (int.with Z7108)-Bhanga (int.with N805 N804),LRP059,310,59.51,LRP066,1795,67.995,8.485,12.0,1003.0,698.0,911.0,99.0,673.0,129.0,211.0,1570.0,957.0,392.0,218.0,0.0,6263.0,610.0,6873.0,6873.0
175,13,N8-14,Bhanga (int.with N805)-Baraitola (int.with Z8021),LRP066,1795,67.995,LRP077,770,77.591,9.596,9.0,604.0,457.0,575.0,323.0,342.0,106.0,248.0,744.0,901.0,165.0,309.0,0.0,4309.0,474.0,4783.0,4783.0
176,14,N8-15,Baraitola (int.with Z8021)-Takerhat (int.with R850),LRP077,770,77.591,LRP087,735,87.395,9.804,38.0,767.0,577.0,742.0,583.0,466.0,274.0,242.0,689.0,375.0,139.0,192.0,0.0,4753.0,331.0,5084.0,5084.0
177,15,N8-16,Takerhat (int.with R850)-Mostofapur (int.with R860),LRP087,735,87.395,LRP102,1490,103.12,15.725,12.0,1003.0,698.0,911.0,99.0,673.0,129.0,211.0,1570.0,957.0,392.0,218.0,0.0,6263.0,610.0,6873.0,6873.0
178,16,N8-17,Mostofapur (int.with R860)-Int.with Z8603,LRP102,1490,103.12,LRP111,257,110.798,7.678,38.0,767.0,577.0,742.0,583.0,466.0,274.0,242.0,689.0,375.0,139.0,192.0,0.0,4753.0,331.0,5084.0,5084.0
179,17,N8-18,Int.with Z8603-Bhurghata (int.with Z8604),LRP111,257,110.798,LRP115,233,114.773,3.975,40.0,678.0,679.0,606.0,258.0,267.0,44.0,275.0,841.0,875.0,315.0,285.0,0.0,4563.0,600.0,5163.0,5163.0
180,18,N8-19,Bhurghata (int.with Z8604)-Gouranadi (int.with Z8031),LRP115,233,114.773,LRP126,1015,126.635,11.862,40.0,678.0,679.0,606.0,258.0,267.0,44.0,275.0,841.0,875.0,315.0,285.0,0.0,4563.0,600.0,5163.0,5163.0
181,19,N8-20,Gouranadi (int.with Z8031)-Shikerpur (int.with Z8038),LRP126,1015,126.635,LRP144,465,144.255,17.62,23.0,752.0,584.0,684.0,252.0,310.0,105.0,154.0,1331.0,1299.0,365.0,519.0,0.0,5494.0,884.0,6378.0,6378.0
182,20,N8-21,Shikerpur(int.with Z8038)-Rahamatpur (int.with Z8034),LRP144,465,144.255,LRP151,495,151.04,6.785,23.0,752.0,584.0,684.0,252.0,310.0,105.0,154.0,1331.0,1299.0,365.0,519.0,0.0,5494.0,884.0,6378.0,6378.0
183,21,N8-22,Rahamatpur (int.with Z8034)-Gariarpar (int.with Z8033),LRP151,495,151.04,LRP156,485,156.04,5.0,23.0,752.0,584.0,684.0,252.0,310.0,105.0,154.0,1331.0,1299.0,365.0,519.0,0.0,5494.0,884.0,6378.0,6378.0
184,22,N8-23,Gariarpar (int.with Z8033)-Barisal (Int.with Z8037),LRP156,485,156.04,LRP161,2080,162.685,6.645,23.0,752.0,584.0,684.0,252.0,310.0,105.0,154.0,1331.0,1299.0,365.0,519.0,0.0,5494.0,884.0,6378.0,6378.0
185,23,N8-24,Barisal (Int.with Z8037)-Barisal Medical More(int.with N809),LRP161,2080,162.685,LRP165,40,164.485,1.8,23.0,752.0,584.0,684.0,252.0,310.0,105.0,154.0,1331.0,1299.0,365.0,519.0,0.0,5494.0,884.0,6378.0,6378.0
186,24,N8-25,Barisal Medical More (int.with N809) -Barisal (Rupatali Bus Stand) R870,LRP165,40,164.485,LRP166,270,165.725,1.24,8.0,476.0,522.0,206.0,322.0,280.0,105.0,205.0,2135.0,1877.0,1046.0,724.0,4.0,6136.0,1774.0,7910.0,7910.0
187,25,N8-26,Barisal (Rupatali Bus Stand) R870-Barisal University (Int.with N801),LRP166,270,165.725,LRP169d,0,169.148,3.423,8.0,476.0,522.0,206.0,322.0,280.0,105.0,205.0,2135.0,1877.0,1046.0,724.0,4.0,6136.0,1774.0,7910.0,7910.0
188,26,N8-27,Barisal University (Int.with N801-Dapdapia Ferryghat (North End) Int. with Z8056,LRP169d,0,169.148,LRP173,475,173.095,3.947,9.0,549.0,397.0,594.0,640.0,516.0,99.0,158.0,555.0,971.0,1040.0,656.0,6.0,4488.0,1702.0,6190.0,6190.0
189,27,N8-28,Dapdapia Ferryghat (North End) Int. with Z8056- Bakerkathi (Int.with Z8047),LRP173,475,173.095,LRP176,660,176.68,3.585,8.0,476.0,522.0,206.0,322.0,280.0,105.0,205.0,2135.0,1877.0,1046.0,724.0,4.0,6136.0,1774.0,7910.0,7910.0
190,28,N8-29,Bakerkathi (Int.with Z8047) -Bakerganj (Int.with Z8810 ),LRP176,660,176.68,LRP183,1012,184.062,7.382,37.0,341.0,596.0,301.0,570.0,235.0,129.0,222.0,991.0,827.0,579.0,475.0,0.0,4249.0,1054.0,5303.0,5303.0
191,29,N8-30,Bakerganj (Int.with Z8810) -Lebukhali (Int. with Z8806),LRP183,1012,184.062,LRP194,90,194.127,10.065,6.0,199.0,242.0,175.0,296.0,60.0,35.0,58.0,732.0,730.0,83.0,119.0,0.0,2533.0,202.0,2735.0,2735.0
192,30,N8-31,Lebukhali (Int. with Z8806)-End of N8,LRP194,90,194.127,LRP205,300,205.127,11.0,9.0,549.0,397.0,594.0,640.0,516.0,99.0,158.0,555.0,971.0,1040.0,656.0,6.0,4488.0,1702.0,6190.0,6190.0
193,0,N204-1,Jagadishpur-Chunarughat (Int.with Z2008),LRPS,0,0.0,LRP022,5439,25.449,25.449,0.0,176.0,190.0,31.0,38.0,204.0,43.0,92.0,1119.0,378.0,127.0,230.0,0.0,2271.0,357.0,2628.0,2628.0
194,1,N204-2,Chunarughat (Int.with Z2008)-Shaisthaganj,LRP022,5439,25.449,LRPE,0,34.421,8.972,0.0,176.0,190.0,31.0,38.0,204.0,43.0,92.0,1119.0,378.0,127.0,230.0,0.0,2271.0,357.0,2628.0,2628.0
195,0,N207-1,Mirpur-Natun Bazar (Int.with Z2008),LRPS,0,0.0,LRP001,1990,2.99,2.99,31.0,423.0,312.0,198.0,142.0,323.0,162.0,386.0,2594.0,467.0,141.0,150.0,0.0,5038.0,291.0,5329.0,5329.0
196,1,N207-2,Natun Bazar (Int.with Z2008)-Srimongal (Int.with Z2003),LRP001,1990,2.99,LRP024,464,24.319,21.329,31.0,423.0,312.0,198.0,142.0,323.0,162.0,386.0,2594.0,467.0,141.0,150.0,0.0,5038.0,291.0,5329.0,5329.0
197,2,N207-3,Srimongal (Int.with Z2003)-Moulvibazar (Int.with N208),LRP024,464,24.319,LRP043,12,42.917,18.598,31.0,423.0,312.0,198.0,142.0,323.0,162.0,386.0,2594.0,467.0,141.0,150.0,0.0,5038.0,291.0,5329.0,5329.0
198,3,N207-4,Moulvibazar (Int.with N208)-Sherpur,LRP043,12,42.917,LRPE,0,67.985,25.068,31.0,423.0,312.0,198.0,142.0,323.0,162.0,386.0,2594.0,467.0,141.0,150.0,0.0,5038.0,291.0,5329.0,5329.0
199,0,N208-1,Moulvibazar-Int.with Z2002,LRPS,0,0.0,LRPS,3190,3.19,3.19,15.0,453.0,496.0,54.0,732.0,557.0,149.0,741.0,3194.0,1123.0,147.0,486.0,0.0,7514.0,633.0,8147.0,8147.0
200,1,N208-2,Int.with Z2002-Rajnagar (Int.with R281),LRPS,3190,3.19,LRP012,1661,13.461,10.271,15.0,453.0,496.0,54.0,732.0,557.0,149.0,741.0,3194.0,1123.0,147.0,486.0,0.0,7514.0,633.0,8147.0,8147.0
201,2,N208-3,Rajnagar(Int.with R281)-Daudabad (Int.with Z2832),LRP012,1661,13.461,LRP052,385,51.05,37.589,0.0,588.0,332.0,0.0,179.0,525.0,78.0,811.0,2233.0,582.0,88.0,73.0,0.0,5328.0,161.0,5489.0,5489.0
202,3,N208-4,Daudabad (Int.with Z2832)-Royal City Chottor(int.with N210),LRP052,385,51.05,LRP054,677,53.342,2.292,0.0,588.0,332.0,0.0,179.0,525.0,78.0,811.0,2233.0,582.0,88.0,73.0,0.0,5328.0,161.0,5489.0,5489.0
203,4,N208-5,Royal City Chottor(int.with N210)-Int.with N2,LRP054,677,53.342,LRP058,900,57.495,4.153,39.0,1324.0,828.0,76.0,1106.0,1055.0,77.0,778.0,2974.0,1231.0,695.0,822.0,47.0,9488.0,1564.0,11052.0,11052.0
